text,label
Officer Wounded Suspect Killed in Exchange of Gunfire: Richmond police officer wounded suspect killed in exc... http://t.co/zDHwRN6cZc,Relevant
Police Officer Wounded Suspect Dead After Exchanging Shots,Relevant
Officer Wounded Suspect Killed in Exchange of Gunfire http://t.co/HHSjnAVHUA,Relevant
Officer wounded suspect killed in exchange of gunfire: Richmond police say an officer has been wounded and a ... http://t.co/HwOrB1N6vN,Relevant
.@wwp is serving more than 75k veterans. 52k OIF/OEF vets have physical wounds,Relevant
[#Latestnews] Police officer wounded suspect dead after exchanging shots: RICHMOND Va. (AP) — A Richmond pol... http://t.co/ia1HnGnHVB,Relevant
ABC News: Police Officer Wounded Suspect Dead After Exchanging Shots. More #news - http://t.co/AzovGv4SB6,Relevant
National free root beer float day is tomorrow at A&amp,Not Relevant
-- small bag from the bottom the wounded hero shakes it. A Senzu Bean falls from it. Gohan’s surprised. Shakes the pouch once more but --,Not Relevant
@wocowae Officer Wounded Suspect Killed in Exchange of Gunfire http://t.co/QI2BDvkab7 ushed,Relevant
Police Officer Wounded Suspect Dead After Exchanging Shots: Richmond police officer wounded suspect killed a... http://t.co/w0r8EAOKA0,Relevant
'Police Officer Wounded Suspect Dead After Exchanging Shots' http://t.co/guNq7ZTUn4 #????_?????,Relevant
Police Officer Wounded Suspect Dead After Exchanging Shots: Richmond police officer wounded suspect killed a... http://t.co/YIKQRqczVZ,Relevant
He was crushed for our iniquities,Relevant
Gunshot wound #9 is in the bicep. The only one of the ten wounds that is not in the chest/torso area.  #KerrickTrial #JonathanFerrell,Relevant
@CharlesDagnall He's getting 50 here I think. Salt. Wounds. Rub. In.,Not Relevant
@bkanioros Lizeth and I tried over and over again to fix our relationship it never worked bk you cannot heal those wounds I love you for,Not Relevant
Love wounds,Not Relevant
Nout like rubbin salt in the wounds dad.. ?????? http://t.co/M8UfjDtlsm,Not Relevant
Read ~ THE UNHEALED WOUNDS OF AN UNENDING CONFLICT #Kashmir #Pakistan #India http://t.co/sAF9MoSkSN #EndOccupation #EndConflict #FreeKashmir,Relevant
'@GoogleFacts: Wounds heal faster if you lick them. Tears also help them heal as well.'  I know right even thou it seems stupid when lickin,Not Relevant
"the wounds of honor
 are self-inflicted",Not Relevant
We would become the mirrors that reflected each other's most private wounds and desires.,Not Relevant
ME: gun shot wounds 3 4 6 7 'rapidly lethal' would have killed in 30-60 seconds or few minutes max. #kerricktrial,Relevant
@Cash7Nigga whoa. Insomniac. Why don't you try to get some sleep. Sleep heals all wounds. Food too ! Night :),Not Relevant
Acc to the study conducted by SKIMS morethan 50% population in #Kashmir suffer psychiatric disorders http://t.co/sAF9MoSkSN #KashmirConflict,Relevant
You are equally as scared cause this somehow started to heal you fill your wounds that you once thought were permanent.,Not Relevant
Do You Let Your Emotional Wounds Fester? http://t.co/yDWhMgIMOE ? Powerful story and word picture. via @forgivenwife,Not Relevant
RT @DianneG: Gunshot wound #9 is in the bicep. only 1 of the 10 wounds that is not in the chest/torso area.  #KerrickTrial #JonathanFerrell,Not Relevant
"white ppl bruise easily.. where ur bullet wounds at ?? 

https://t.co/6vyYER6PY0",Not Relevant
Israeli military shoot Palestinian who injured 3 in West Bank car attack http://t.co/P9DCnuLODR via @YahooNews,Relevant
@WorldRunners @RunningRoom Day 3&amp,Not Relevant
Time heals all wounds. And if it doesn't you name them something other than wounds and agree to let them stay. ????,Not Relevant
Help yourself or those you love who suffer from self-esteem wounds. You can today! http://t.co/tu6ScRSXVG http://t.co/iDhj4JBQ05,Not Relevant
Crack in the path where I wiped out this morning during beach run. Surface wounds on left elbow and right knee. http://t.co/yaqRSximph,Not Relevant
Dr. Owen says four of Ferrell's ten bullet wounds were 'rapidly lethal' #KerrickTrial #TWCNewsCLT http://t.co/nNBEXhKlHr,Relevant
@mattmosley post a pic of your wounds please,Not Relevant
11 puncture wounds,Not Relevant
Having your wounds kissed by Someone who doesn't see them as disasters in your soul but rather cracks to pour their love into is amazing.,Not Relevant
2 Policemen receive bullet wounds Reports indicate 6-7 armed men attacked a police post.,Relevant
@FEVWarrior -in the Vault that could take a look at those wounds of yours if you'd like to go to one of these places first.' Zarry has had-,Not Relevant
Cutting for some celebrety and then posting the wounds online is a no-go.,Not Relevant
Palestinian rams car into Israeli soldiers wounding 3 http://t.co/n79BMXQKlg #EMM,Relevant
If time heals all wounds how come the belly button stays the same?,Not Relevant
and I thought my surgical wounds were healed!!! this weather ain't helping either ):,Not Relevant
Woodlawn Shooting Wounds 79-Year-Old Woman Teen - Woodlawn - http://t.co/nu3XXn55vS Chicago http://t.co/XNGrfNQSx3,Relevant
and the salt in my wounds isnt burnin any more than it used to its not that i dont feel the pain its just im not afraid of hurting anymore,Not Relevant
It is not always friendship when kisses show up neither is it always enemity that shows up when wounds show up. #BishopFred,Not Relevant
When and how does a character recover from wounds? http://t.co/ohhkuHtjXm,Not Relevant
I keep scrolling to find out what he said or did....but there seems to be no exact starting point.  Wounds run deep. : /,Not Relevant
@BritishBakeOff This has opened up old baked alaskan shaped wounds. Too soon GBBO too soon... #neverforget,Not Relevant
@ego_resolution im glad. My gay can heal 1000 wounds,Not Relevant
What they (dentists) don't tell u is how much ur mouth will be in pain when the numbing wears off because of the puncture wounds in ur gums.,Not Relevant
Court back in session. Testimony continues with med. examiner discussing gunshot wounds #KerrickTrial,Not Relevant
 18+.?,Relevant
Explosion in Gaza Strip kills four wounds 30,Relevant
@NicolaClements4 I’m not sure that covering my head in wounds and scabs is the solution ,Not Relevant
@DauntedPsyche - Man gently dabbed the cotton rag across each one of his wounds,Not Relevant
"Crawling in my skin
These wounds they will not hea",Relevant
Driver rams car into Israeli soldiers wounds 3: military: A driver rammed a car into a group of Israeli soldi... http://t.co/oBSZ45ybAJ,Relevant
Sorrower  - Fresh Wounds Over Old Scars  (2015 Death Metal) http://t.co/L056yj2IOi http://t.co/uTMWMjiRty,Relevant
Our wounds can so easily turn us into people we don't want to be and we hardly see it happening,Not Relevant
ME says many of these wounds could be fatal some rather quickly others slower and a couple not lethal at all. #KerrickTrial,Not Relevant
@Squeaver just hangin out in star buck watchin my boy wreck this septic tank,Not Relevant
@Captainn_Morgan car wreck ??,Relevant
I am a wreck,Not Relevant
Season 3 of New Girl was such a emotional train wreck I just wanted to cry laugh and eat a lot of ice cream,Not Relevant
wreck? wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck?,Not Relevant
Did I drink too much? Am I losing touch? Did I build a ship to wreck?,Not Relevant
"I'm a friggin wreck destiel sucks (read the vine description)
https://t.co/MKX6Ux4OZt",Not Relevant
Watertown Gazette owner charged in wreck http://t.co/JHc2RT0V9F,Relevant
How many cars do those cyclists wreck going past scratching with pedals. They should be banned #c4news,Not Relevant
i'm sitting in the parking lot waiting to go into therapy and i'm crying and an emotional wreck and i don't want my therapist to know ????????????,Not Relevant
LARGE SHIP WRECK FISH TANK ORNAMENT FOR SALE LARGE SHIP WRECK FISH TANK AQUA...http://t.co/scGhL0Piq6,Not Relevant
@Memenaar But the design decision to 'Let's make something fresh and beautiful and wonderful and then WRECK IT' is kindof odd in restrospect,Not Relevant
Last week we had a blast hosting Dinner &amp,Relevant
@_PokemonCards_ @IceQueenFroslas why did they have to wreck it with ON SALE HERE ,Not Relevant
Now that I’ve figured out how to get my music in my rental car I can take a night drive to nowhere tonight. Hopefully without a wreck.,Not Relevant
Ranking #artectura #pop2015 #Nº36 Florence + The Machine - Ship To Wreck https://t.co/9LE0B19lVF  #music #playlist #YouTube,Not Relevant
i'm an emotional wreck watching emmerdale fml,Not Relevant
the sunset boys wreck my bed   original 1979 usa gimp label  vinyl 7' 45  newave http://t.co/X0QLgwoyMT http://t.co/hQNx8qMeG3,Relevant
Interesting in watching a train wreck while taking acid kind of way https://t.co/kM08qiWW4g,Not Relevant
#Trump debate will be most highly watched show tonight even among progressives. I too will watch hoping for a spectacular flaming wreck.,Not Relevant
Anyone know if Fox “News” will be live-streaming tonight’s Republican debate online? I want to watch the train wreck.,Not Relevant
@girlthatsrio have my uncles wreck their shit,Not Relevant
First wreck today. So so glad me and mom are okay. Could've been a lot worse. So happy the lord was with us today ??????,Not Relevant
I'm an emotional wreck right now.,Not Relevant
My emotions are a train wreck. My body is a train wreck. I'm a wreck,Not Relevant
act my age was a MESS everyone was so wild it was so fun my videos a wreck,Not Relevant
@GeorgeFoster72 and The Wreck of the Edmund Fitzgerald,Relevant
GOP debate drinking game. For anyone looking for a bit of fun while watching this train wreck. http://t.co/W3Rga0nkOm http://t.co/0TZsQe8ESD,Not Relevant
@DukeSkywalker @facialabuse you should do a competetion between @xxxmrbootleg &amp,Not Relevant
Man faces manslaughter charges following fatal Sunday wreck | AL.c.. Related Articles: http://t.co/5xrFhdXTvX,Relevant
Wreck with road blockage Woodward Avenue Northbound at Davison in M.S. #shoalstraffic,Relevant
*is a wreck* *gives ppl lifestyle advice*,Not Relevant
I'm an emotional wreck someone hold me until they upload the damn video #whatstheimportantvideo,Not Relevant
Got in a car wreck. The car in front of me didn't put their blinker on :-))) but it really does feel great outside so lol,Not Relevant
I added a video to a @YouTube playlist http://t.co/wYtu7vIwsj Burnt Black - Nervous Wreck,Not Relevant
Don't think I Can take anymore emotional wreck watching @emmerdale #SummerFate @MikeParrActor @MissCharleyWebb,Not Relevant
The court system is truly broken indeed! But then its no surprise based on who it's run by! http://t.co/uU64wfg17m,Not Relevant
Greer man dies in wreck http://t.co/n2qZbMZuly,Relevant
AmazonDeals: Skylanders Trap Team: Flip Wreck Character Pack - down 4.53% ($0.45) to $9.49 from $9.94 #Sale http://t.co/pMbuzfGIn3,Not Relevant
A staged locomotive wreck what could possibly go wrong? http://t.co/Ei9x4H8tHm,Not Relevant
and not a wreck of uneven layers  https://t.co/Y0WE0wXQCp,Not Relevant
i still don't see the point of a frozen sequel like where's the wreck it ralph sequel,Not Relevant
I still need to finish the lover but I'm watching this other drama for 8 hours now and I'm an emotional wreck so the lover needs to wait,Not Relevant
Dj d wreck cut the beat,Not Relevant
Omg if Cain dies i will be an emotional wreck #emmerdale,Relevant
@TitorTau The Loretta Lynch one was fuckin' HI-LARIOUS to watch in realtime. It was like a train wreck of fact-checking and ombudsmanship.,Not Relevant
@raineishida lol...Im just a nervous wreck :P,Not Relevant
Amazon Prime Day: 12 quick takeaways from Amazon’s magnificent train wreck - http://t.co/DBDwtOcGXF,Not Relevant
I'm an emotional wreck watching emmerdale,Not Relevant
@Herologist i know right? It's a train wreck. You can't believe it's happening but you can't look away.,Not Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/SfAKQNveta,Relevant
Wreckage Confirmed As Part of Missing Malaysia Airlines Flight MH370 http://t.co/yoPeYPJkb2 (VICE News),Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/gRh7zLK979,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM,Relevant
MH370 victim's family furious the media was told about wreckage confirmation first http://t.co/carMqiVkwU,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/cUrJAT1BqI,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/cs8mYAunA4,Relevant
Wreckage 'conclusively confirmed' as from MH370: Malaysia PM http://t.co/Se1QkNPltS | https://t.co/DnhRviV1dJ,Relevant
#Australia #News ,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/v5Ogr3F5N9,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/4xB4ZwyhCt,Relevant
KUALA LUMPUR (Reuters) - A piece of a wing that washed up on an Indian Ocean island beach last week was part of the wreckage of Malaysian A,Relevant
#science Now that a piece of wreckage from flight MH370 has been confirmed on Réunion Island is it possible t...  http://t.co/uqva3dfbCA,Relevant
Malaysia PM confirms wreckage belongs to MH370 http://t.co/kacrlpjC0l http://t.co/YjJbNTcaZY,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/KfzvMXj9ST,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/pTeVY815mt,Relevant
CIA plot! *rolling eyes* RT @ajabrown: Chinese relatives of MH370 victims say reunion island wreckage was planted http://t.co/wmNb5ITa5P,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/4sf0rgn8Wo,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/leDmVEZCoL,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM,Relevant
"Related News: 

Plane Wreckage Found Is Part Of Missing MH370 Malaysia Prime Minister?Says
 - World - BuzzFeed |  http://t.co/qSiPL1C9Fa",Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/O8sTW4YN8R,Relevant
#science Now that a piece of wreckage from flight MH370 has been confirmed on Réunion Island is it possible t...  http://t.co/cKQ7tOE82u,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM,Relevant
Malaysian prime minister says Reunion Island wreckage is from MH370: http://t.co/bpTZAMjl2K via @slate,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/LjylxZ1fBi,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/1RzskdRrDk,Relevant
TOP STORY: wreckage from #MH370 officially confirmed. @janisctv reports on the critical clue from a tiny island. http://t.co/hlWw2P5k9o,Relevant
The first piece of wreckage from the first-ever lost Boeing 777 which vanished back in early March along with the 239 people on board has,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/VAZpG0ftmU,Relevant
#science Now that a piece of wreckage from flight MH370 has been confirmed on Réunion Island is it possible t...  http://t.co/qNVXJ2pAlJ,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/DtFSWNJZIL,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/EdEKrmqTpQ,Relevant
"Wreckage is MH370: Najib
http://t.co/iidKC0jSBx #MH370 #najibrazak #MalaysiaAirlines",Relevant
Check out 'Malaysia Confirms Plane Wreckage Is From Flight MH370' at  http://t.co/UB3woZ2UT1,Relevant
#science Now that a piece of wreckage from flight MH370 has been confirmed on Réunion Island is it possible t...  http://t.co/Z2vDGIyOwf,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/2Jr3Yo55dr,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM http://t.co/MN130C4e2D via @ndtv,Relevant
Wreckage 'conclusively confirmed' as from MH370: Malaysia PM http://t.co/Rp2DxFKHDQ | https://t.co/akmIHLRIs1,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/KuKmAL605a,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/yi54XRHQGB,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/mzB0MKuUo7,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/MSsq0sVnBM,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/nn6Y0fD3l0,Relevant
RT @australian Debris found on an Indian Ocean island confirmed to be from flight #MH370. http://t.co/gY9MrSl6x2,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/1YIxFG1Hdy,Relevant
Wreckage 'conclusively confirmed' as from missing flight MH370 via @YahooNewsDigest,Relevant
Wreckage 'Conclusively Confirmed' as From MH370: Malaysia PM: Investigators and the families of those who were... http://t.co/5EBpYbFH4D,Relevant
Wrecked an hour on YouTube with @julian_lage @GrantGordy &amp,Not Relevant
late night mcdonalds with friends = hilarious although my car is wrecked and there's half a steak pastie in the industrial estate,Not Relevant
good luck to everyone who has school soon but your sleeping schedule is wrecked beyond repair,Not Relevant
I wonder how times someone has wrecked trying to do the 'stare and drive' move from 2 Fast 2 Furious,Not Relevant
Four hundred wrecked cars (costing $100 apiece) were purchased for the making of this 1986 film - http://t.co/DTdidinQyF,Not Relevant
Cramer: Iger’s 3 words that wrecked Disney’s stock – CNBC http://t.co/PnlucERp0x,Not Relevant
Cramer: Iger's 3 words that wrecked Disney's stock http://t.co/4dGpBAiVL7,Not Relevant
Almost *wrecked* my van the other day because of this guy (yeah I brake &amp,Relevant
Poor Liv and I getting our phones wrecked on the same day @oliviaapalmerr #thatswhatfriendsarefor,Not Relevant
On the freeway to Africa til I wrecked my Audi,Not Relevant
"Israel wrecked my home. Now it wants my land. 
https://t.co/g0r3ZR1nQj",Relevant
'What manner of human being would parcel out a baby as though it were a wrecked car in a junk yard? The…' — dtom2 http://t.co/lj6lzo4isX,Not Relevant
@Nathan26_RFC thought you said Saturday night there and near died lolol you'll be wrecked!!,Not Relevant
#news Cramer: Iger's 3 words that wrecked Disney's stock http://t.co/SF5JdNvdw9 #til_now #CNBC,Not Relevant
James Kunstler: How bad architecture wrecked cities http://t.co/Ac6I3tE8mT #residualincome #mlm http://t.co/Wq0JLsHW1g,Not Relevant
http://t.co/DeQQOpSP4f: Iger's 3 words that wrecked Disney's stock http://t.co/LbKvFqRpgT http://t.co/3rVa5uvt0P,Not Relevant
I just wanna ease your mind and make you feel alright.????,Not Relevant
The Twitter update pretty much wrecked the app,Not Relevant
You wrecked me. Never felt so low in my life. But it's okay God got me,Not Relevant
@yakubOObs think he deactivated because his notifications are aids after tesco wrecked him lol,Relevant
coleslaw #wrecked http://t.co/sijNBmCZIJ,Not Relevant
RT CNBC '3 words from Disney CEO Bob Iger wrecked Disney's stock says Jim Cramer: http://t.co/f0texKsqhL http://t.co/ilySLaTMgI',Relevant
Smackdown tyme this should put me in a good mood again since it got wrecked smh,Not Relevant
"300K exotic car wrecked in train accident 
http://t.co/J49xEuj7Ps",Relevant
The twins pitcher's ego is now WRECKED,Not Relevant
@Tunes_WGG lol. U got wrecked,Not Relevant
you wrecked my whole world,Not Relevant
I wrecked my stomach help,Not Relevant
@__ohhmyjoshh @stevenrulles he not gonna be thinking that when he gets his shit wrecked on the first day of school ??,Not Relevant
Wrecked tired but not gonna be asleep before 3??,Not Relevant
http://t.co/qVx0VQTPz0 Cramer: Iger's 3 words that wrecked Disney's stock http://t.co/vuWBSrSnrY,Not Relevant
@thrillhho jsyk I haven't stopped thinking abt remus slumped against the bathroom door all day I was wrecked ??????????,Not Relevant
Wrecked emotions.,Not Relevant
The Riddler would be the best early-exit primary presidential wannabe ever all certain of his chances until he gets wrecked by a rich guy,Not Relevant
@marynmck That's beyond adorable. I hope it won't be wrecked now that it's been noticed ...,Not Relevant
@stighefootball Begovic has been garbage. He got wrecked by a Red Bull reserve team and everyone else this preseason,Not Relevant
Cramer: Iger's 3 words that wrecked Disney's stock http://t.co/3G79prAyYc #cnbc #topnews,Not Relevant
@Caitsroberts see U the night wee bArra to get absolutely wrecked ????,Not Relevant
@Kirafrog @mount_wario Did you get wrecked again?,Relevant
Had an awesome time gettin wrecked at bowling last night! http://t.co/Da9lZtOn1c,Not Relevant
Cramer: 3 words that wrecked DIS stock - http://t.co/ud7XObYUa1,Not Relevant
On the bright side I wrecked http://t.co/uEa0txRHYs,Not Relevant
He just wrecked all of you http://t.co/y46isyZkC8,Not Relevant
Wrecked today got my hattrick ????,Not Relevant
@widda16 ... He's gone. You can relax. I thought the wife who wrecked her cake was a goner mind lol #whoops,Not Relevant
@jt_ruff23 @cameronhacker and I wrecked you both,Not Relevant
Three days off from work and they've pretty much all been wrecked hahaha shoutout to my family for that one,Not Relevant
#FX #forex #trading Cramer: Iger's 3 words that wrecked Disney's stock http://t.co/7enNulLKzM,Not Relevant
@engineshed Great atmosphere at the British Lion gig tonight. Hearing is wrecked. http://t.co/oMNBAtJEAO,Not Relevant
Cramer: Iger's 3 words that wrecked Disney's stock - CNBC http://t.co/N6RBnHMTD4,Not Relevant
Pic of 16yr old PKK suicide bomber who detonated bomb in Turkey Army trench released http://t.co/aaWZXykLES http://t.co/RsMvgDxRiv,Relevant
#Ebola #EbolaOutbreak Ebola Virus: Birmingham Ala. Firefighters Quarantined After Possible Exposure Officials Say http://t.co/tjpYlU9fOX,Relevant
These boxes are ready to explode! Exploding Kittens finally arrived! gameofkittens #explodingkittens… https://t.co/TFGrAyuDC5,Not Relevant
Malaysian PM confirms debris is from missing flight MH370 http://t.co/pfAvW5QyqE,Relevant
Calgary Police Flood Road Closures in Calgary. http://t.co/RLN09WKe9g,Relevant
#Sismo DETECTADO #Japón 15:41:07 Seismic intensity 0 Iwate Miyagi JST #?? http://t.co/gMoUl9zQ2Q,Relevant
Sirens everywhere!,Not Relevant
BREAKING: #ISIS claims responsibility for mosque attack in Saudi Arabia that killed 13 http://t.co/VZ640XOSwj http://t.co/m2HpnOAK8b,Relevant
Omg earthquake,Relevant
SEVERE WEATHER BULLETIN No. 5 FOR: TYPHOON “#HannaPH” (SOUDELOR) TROPICAL CYCLONE: WARNING ISSUED AT 5:00 PM 06... http://t.co/tHhjJw51PE …,Relevant
Officials: Alabama home quarantined over possible Ebola case - Washington Times,Relevant
Heat wave warning aa? Ayyo dei. Just when I plan to visit friends after a year.,Relevant
An IS group suicide bomber detonated an explosives-packed vest in a mosque inside a Saudi special forces headquarters killing 15 people.,Relevant
I just heard a really loud bang and everyone is asleep great,Not Relevant
A gas thing just exploded and I heard screams and now the whole street smells of gas ... ??,Relevant
NWS: Flash Flood Warning Continued for Shelby County until 08:00 PM Wednesday. http://t.co/nZ7ACKRrJi #tnwx,Relevant
RT @LivingSafely: #NWS issues Severe #Thunderstorm Warnings for parts of #AR #NC #OK. Expect more trauma cases: http://t.co/FWqfCKNCQW,Relevant
#??? #?? #??? #??? MH370: Aircraft debris found on La Reunion is from missing Malaysia Airlines ... http://t.co/5B7qT2YxdA,Relevant
Father-of-three Lost Control of Car After Overtaking and Collided #BathAndNorthEastSomerset http://t.co/fa3FcnlN86,Relevant
1.3 #Earthquake in 9Km Ssw Of Anza California #iPhone users download the Earthquake app for more information http://t.co/V3aZWOAmzK,Relevant
Evacuation order lifted for town of Roosevelt: http://t.co/EDyfo6E2PU http://t.co/M5KxLPKFA1,Relevant
See the 16yr old PKK suicide bomber who detonated bomb in Turkey Army trench released: Harun Çekdar ... http://t.co/hKuT5mSdtP @MsOreo_,Relevant
To conference attendees! The blue line from the airport has DERAILED - please look into taking a taxi to the hotel! See you soon!,Relevant
The death toll in a #IS-suicide car bombing on a #YPG position in the Village of Rajman in the eastern province of Hasaka has risen to 9,Relevant
#breaking #LA Refugio oil spill may have been costlier bigger than projected http://t.co/5ueCmcv2Pk,Relevant
a siren just went off and it wasn't the Forney tornado warning ??,Relevant
EARTHQUAKE SAFETY LOS ANGELES – SAFETY FASTENERS XrWn,Not Relevant
Officials say a quarantine is in place at an Alabama home over a possible Ebola case after developing symptoms... http://t.co/rqKK15uhEY,Relevant
#WorldNews Fallen powerlines on G:link tram: UPDATE: FIRE crews have evacuated up to 30 passengers who were tr... http://t.co/EYSVvzA7Qm,Relevant
on the flip side I'm at Walmart and there is a bomb and everyone had to evacuate so stay tuned if I blow up or not,Relevant
Storm in RI worse than last hurricane. My city&amp,Relevant
Suicide bomber kills 15 in Saudi security site mosque - Reuters via World - Google News - Wall ... http://t.co/nF4IculOje,Relevant
#stormchase Violent Record Breaking EF-5 El Reno Oklahoma Tornado Nearly Runs Over ... - http://t.co/3SICroAaNz http://t.co/I27Oa0HISp,Relevant
Green Line derailment in Chicago http://t.co/UtbXLcBIuY,Relevant
Two giant cranes holding a bridge collapse into nearby homes http://t.co/STfMbbZFB5,Relevant
@aria_ahrary @TheTawniest The out of control wild fires in California even in the Northern part of the state. Very troubling.,Relevant
M1.94 [01:04 UTC]?5km S of Volcano Hawaii. http://t.co/zDtoyd8EbJ,Relevant
Police investigating after an e-bike collided with a car in Little Portugal. E-bike rider suffered serious non-life threatening injuries.,Relevant
The Latest: More Homes Razed by Northern California Wildfire - ABC News http://t.co/YmY4rSkQ3d,Relevant
MEG issues Hazardous Weather Outlook (HWO) http://t.co/3X6RBQJHn3,Relevant
#CityofCalgary has activated its Municipal Emergency Plan. #yycstorm,Relevant
