text,label
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... http://t.co/TrKg2tpWJm via @Change,Relevant
@SonofBaldwin and he's the current Nova in the bookslast I checked..he was tied into the books in 2011 after Rider died during Annihilation,Not Relevant
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/x2Wn7O2a3w via @Change,Not Relevant
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... http://t.co/k0q4fnBzss via @Change,Relevant
Please sign &amp,Not Relevant
Stop the Annihilation of the Salt River Wild Horses!!! https://t.co/546utTXzAm via @Change,Not Relevant
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/FLcQQeZnVW via @Change,Not Relevant
THANKS!!!!! @COUNT DANTE.  :)  DO JOIN US BY FOLLOWING THE @ANNIHILATION ZONE.  JOHNNY.,Not Relevant
World Annihilation vs Self Transformation http://t.co/pyehwodWun Aliens Attack to Exterminate Humans http://t.co/8jxqL8Cv8Z,Relevant
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/FaXDzI90dY via @Change,Not Relevant
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/n6VeOjW3S8 via @Change,Not Relevant
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/0fekgyBY5F via @Change,Not Relevant
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... http://t.co/SB5R7ShcCJ via @Change,Relevant
U.S National Park Services Tonto National Forest: Stop the Annihilation of the Salt River Wild Horse... https://t.co/i0z3k0chgg via @Change,Not Relevant
I'm gonna fight Taylor as soon as I get there.,Not Relevant
ohH NO FUKURODANI DIDN'T SURVIVE THE APOCALYPSE BOKUTO FEELS HORRIBLE  my poor boy my ppor child,Relevant
will there be another jocelyn birthday apocalypse,Not Relevant
@spherulitic that almost feels like the SI signs of the apocalypse.  Lol.,Not Relevant
I liked a @YouTube video from @teamtwiistz http://t.co/OCurjyDRcn FUTURISTIC HOUSE (Built To Survive The Apocalypse!) - Minecraft,Not Relevant
RT: janenelson097: RT StephenSCIFI: Adaptation Watch: Charlie Human's APOCALYPSE NOW NOW Optioned for Film #sciencefiction …,Not Relevant
Apocalypse please,Not Relevant
I liked a @YouTube video http://t.co/jrFjgaAc9F Minecraft: NIGHT LUCKY BLOCK MOD (BOB APOCALYPSE WITHER 2.0 &amp,Not Relevant
Another hour! It's August 05 2015 at 08:02PM Here's Red Rover Zombie Apocalypse 2014! http://t.co/cf9e6TU3g7 #internetradio #collegeradi…,Relevant
@thomasa56 Just ONE of my major reasons not to live in *Big City*. If RR's *miss 9 meals* ever comes to pass Cue ANY 'Apocalypse' script.,Not Relevant
@HoneyBunzGem @primalkitchen I feel like me doing a pull-up is one of the stages of the Apocalypse.,Not Relevant
She's kinda hot played on the radio today. What's next? Disease to all? The apocalypse has started everyone. Be careful.,Not Relevant
#AskConnor there's a zombie apocalypse. the item to your right is your weapon. you're either screwed or you're gonna live.,Not Relevant
But if it's the apocalypse lol gf m8,Not Relevant
I know it's a question of interpretation but this is a sign of the apocalypse.  I called it https://t.co/my8q1uWIjn,Relevant
It's an apocalypse,Not Relevant
Julie + R is the apocalypse version of Romeo + Juliet #warmbodies,Not Relevant
the apocalypse is upon us,Not Relevant
@ItsKingRiffYall I'm excited for apocalypse really dig how the x-men franchise is going I like the 'event' theme a lot.,Not Relevant
RT: fittscott: Minecraft- NIGHT LUCKY BLOCK MOD (BOB APOCALYPSE WITHER 2.0 &amp,Not Relevant
@TMFK_CO sounds like a terrible time. I'll be right there.,Not Relevant
"Apocalypse no! Why artists should not go into the #Fukushima exclusion zone 
http://t.co/3zqL0qbLUw
#nuclear #ura",Relevant
And so it begins.. day one of the snow apocalypse,Relevant
"RT: Our_Mother_Mary: Short Reading

Apocalypse 21:1023 

In the spirit the angel took me to the top of an enormous high mountain and... …",Not Relevant
candylit: Imagine sarumi in a zombie apocalypse Fighting back to back Heart to heart conversations over the... http://t.co/xIZkjffF29,Not Relevant
RT: ZONEWolf123: I liked a YouTube video http://t.co/u66kYg11ZD Minecraft: NIGHT LUCKY BLOCK MOD (BOB APOCALYPSE WITHER 2.0 &amp,Not Relevant
Southern Prepper Fiction:Sharecropping the Apocalypse https://t.co/HsleABS1Yr #Apocalyptic #doomsday #prepper #book #reading,Not Relevant
And that's because on my planet it's the lone audience of the apocalypse!,Not Relevant
Dad bought a DVD that looks like a science doc on the front but I read the back and it's actually about the impending biblical apocalypse,Relevant
@5SOStag honestly he could say an apocalypse is coming and i would be exited hes so enthusiastic about everything,Not Relevant
@alexandrapullin It is indeed. If the apocalypse comes this week I know where I'll be :),Not Relevant
GO LOOK AT GRIZZLY PEAK RIGHT NOW... It looks like the beginning of an dystopian apocalypse movie,Not Relevant
Also my other nephew is proof that fat babies are going to save us from the apocalypse http://t.co/N5VImOqhBG,Not Relevant
My niece just asked me 'would you be scared if there was an apocalypse here?' ????,Not Relevant
I liked a @YouTube video http://t.co/2umSxRzot3 Zombie Apocalypse: The Rescue,Not Relevant
I added a video to a @YouTube playlist http://t.co/OCurjyDRcn FUTURISTIC HOUSE (Built To Survive The Apocalypse!) - Minecraft Maps,Not Relevant
There's a Storm over Cairo in the latest 'X-Men Apocalypse' set photo https://t.co/fS012trUDG via @YahooTV,Relevant
|LIVE NOW| Princes of the Apocalypse:  D&amp,Not Relevant
I liked a @YouTube video http://t.co/e89GPNEPzT Minecraft: NIGHT LUCKY BLOCK MOD (BOB APOCALYPSE WITHER 2.0 &amp,Not Relevant
Minecraft- NIGHT LUCKY BLOCK MOD (BOB APOCALYPSE WITHER 2.0 &amp,Not Relevant
Shot Through The Heart XV: You are going to totally give love a bad name with this heart pierc http://t.co/xpFmR368uF http://t.co/ejdHvLKXAf,Not Relevant
RT: Geek_Apocalypse: 4pm GMT :Hesse plays dark souls 2 day 9: http://t.co/TnGPsHNL87 http://t.co/imzLNZLtF5 #etcPB,Not Relevant
I know where to go when the zombies take over!! http://t.co/hUTHXlkyxy,Not Relevant
OMg zombie apocalypse among my students... -___-,Not Relevant
The latest from @BryanSinger reveals #Storm is a queen in #Apocalypse @RuPaul @AlexShipppp http://t.co/oQw8Jx6rTs,Relevant
I liked a @YouTube video http://t.co/uJrIaIVqln Minecraft: NIGHT LUCKY BLOCK MOD (BOB APOCALYPSE WITHER 2.0 &amp,Not Relevant
Shadow boxing the apocalypse,Relevant
"Short Reading

Apocalypse 21:1023 

In the spirit the angel took me to the top of an enormous high mountain and... http://t.co/v8AfTD9zeZ",Relevant
Enjoyed live-action Attack on Titan but every time I see posters I'm reminded how freshly clean and coiffed everyone is in the apocalypse.,Not Relevant
I liked a @YouTube video http://t.co/ki1yKrs9fi Minecraft: NIGHT LUCKY BLOCK MOD (BOB APOCALYPSE WITHER 2.0 &amp,Not Relevant
#PBBan (Temporary:300) avYsss @'aRmageddon | DO NOT KILL | FLAGS ONLY | Fast XP' for Reason,Not Relevant
#PBBan (Temporary:300) Russaky89 @'aRmageddon | DO NOT KILL | FLAGS ONLY | Fast XP' for Reason,Not Relevant
((OFFICIAL VID)) #DoubleCups &gt,Not Relevant
UNIVERSAL ORDER OF ARMAGEDDON http://t.co/3tY4mGm,Not Relevant
ouvindo Peace Love &amp,Not Relevant
Best movie you've ever seen? - Armageddon  http://t.co/qoUXIgdtbZ,Not Relevant
Bed time. Don't wake me up unless revolution or Armageddon start.,Not Relevant
Red Faction: Armageddon  (Microsoft Xbox 360 2011) - Full read by eBay http://t.co/ypbVS1IJya http://t.co/9dFLv6ynqr,Not Relevant
@KatieKatCubs you already know how this shit goes. World Series or Armageddon.,Not Relevant
RT @Ophiuchus2613: #Love #TrueLove #romance lith  #Voodoo #seduction #Astrology #RTRRT #LOTZ 9-11 #apocalypse #Armageddon #1008pla…,Not Relevant
"//im gonna beat armageddon as Hsu Hao ????
just got a flawless on my first try",Not Relevant
@ENews Ben Affleck......I know there's a wife/kids and other girls but I can't help it. I've loved him since Armageddon #eonlinechat,Not Relevant
Patent Pending Stream 'Armageddon' EP http://t.co/BOuaJqi3Lf,Not Relevant
'If I'd have had a long coat to hand I'd have worn it. The certainty of armageddon bears a sense of occasion.',Not Relevant
ARMAGEDDON LONDON  |  http://t.co/CULU2OwIUc,Not Relevant
YOUR PHONE IS SPYING ON YOU! Hidden Back Door NSA Data Mining Software | THE FINANCIAL ARMAGEDDON BLOG http://t.co/qyCw5JJaj1,Not Relevant
#PBBan (Temporary:300) hyider_ghost2 @'aRmageddon | DO NOT KILL | FLAGS ONLY | Fast XP' for Reason,Relevant
RT @RTRRTcoach: #Love #TrueLove #romance lith  #Voodoo #seduction #Astrology #RTRRT #LOTZ 9-11 #apocalypse #Armageddon #1008planet…,Not Relevant
@hitchBOT I heard you might rise from the ashes of Armageddon. .go hitchbot ..like the true superstar you are.,Not Relevant
#PBBan (Temporary:300) fighterdena @'aRmageddon | DO NOT KILL | FLAGS ONLY | Fast XP' for Reason,Not Relevant
Photo: Sketch I did based on the A Taste of Armageddon episode of #startrek #tos http://t.co/a2e6dcsk88,Not Relevant
Armageddon https://t.co/uCSUDk3q1d,Relevant
"@AberdeenFC @AberdeenFanPage 

Good luck to the ?????? tomorrow night 

Get some coefficient points plz 
@Armageddon????",Not Relevant
Sadly before she could save humanity Ursula drowned in the drool of a protoshoggoth but at least she sort of died doing what she loved.,Relevant
i drowned in the kiddie pool and i lost my ploppy,Not Relevant
http://t.co/MoA0q0AuFa Jacksonville family bands together as memorial is planned for toddler who ... - Florida… http://t.co/NKOu7zWwRT,Not Relevant
the future of america #GamerGate http://t.co/UhF7NyAbSw,Not Relevant
"@Stephen_Georg Hey Stephen Remember that time you drowned all the yellows

Read: http://t.co/0sa6Xx1oQ7",Not Relevant
Hundreds feared drowned as migrant boat capsizes off Libya: Hundreds of migrants are feared to have drowned af... http://t.co/bF3OhacB1r,Relevant
100s of migrants feared drowned after 700 squeeze onto boat in Mediterranean.  http://t.co/lsyPtk18se,Relevant
"@ABCNews24 @PeterDutton_MP 
He also told you....No-one has drowned in the last 2 years &amp; 1200 had under Labor. But let's not mention that..",Not Relevant
New and now: Different (FNaF fanfiction): Trixie_drowned / 2 pagesHi my awesome proxies it's ... http://t.co/366NhTg3Tz #wattpad #promo,Not Relevant
#DW Hundreds feared drowned as migrant boat capsizes off Libya: Hundreds of migrants are… http://t.co/VOX99FWKcX,Relevant
via @dw_english Hundreds feared drowned as migrant boat capsizes off Libya http://t.co/Cubc0nq6Fd #UFO4UBlogEurope,Relevant
"at the lake 
*sees a dead fish*
me: poor little guy i wonder what happened
ashley: idk maybe it drowned
  wtf ????????",Not Relevant
@God how come bugs haven't all drowned out of existence every time it rains?,Not Relevant
Hundreds feared drowned as migrant boat capsizes off Libya: Hundreds of migrants are feared to have drowned af... http://t.co/Cbhe0eXIRA,Relevant
http://t.co/riWuP1RbHu Jacksonville family bands together as memorial is planned for toddler who ... - Florida… http://t.co/86pkNKCHmr,Not Relevant
Hundreds of migrants feared drowned off Libya: http://t.co/RTx4O0SIyH #news #bbc #cnn #msnbc #nyt #tcot #tlot #waar #ccot #ctot #p2 #ap,Relevant
Migrants drown at sea after boat capsizes off #Libya http://t.co/t4pv0nrOoV http://t.co/PSeYLYzck4,Relevant
pussy so deep I could've drowned twice,Not Relevant
Visting Georgina at The Drowned Rat Cafe.....awful view!! http://t.co/pYLFb3tI9U,Relevant
Sometimes logic gets drowned out in emotion but it's gotta surface at some point.,Not Relevant
You're getting drowned out yet I still search for you.,Not Relevant
Hundreds feared drowned as migrant boat capsizes off Libya http://t.co/U8H5s8oPs5 #NLU,Relevant
@_itsdanie_ noooo?? I almost drowned you once tho :)))),Not Relevant
Toddler drowned in bath after mum left room to fetch his pyjamas http://t.co/k9aSKtwXfL,Relevant
@oilersjaysfan how's the rain have you drowned yet?,Not Relevant
So I pick myself off the ground and swam before I drowned. Hit the bottom so hard I bounced twice suffice this time around is different.,Relevant
Jeff was bullied Sally was raped Ben was drowned Hoodie was betrayed LJ was abandoned EJ was a sacrifice Lost S.. (http://t.co/mFl7jzspOu),Not Relevant
Tried my 1st #beastburger by #beyondmeat.  nowhere near what i thought based on hype. Drowned in ketchup wasnt bad but w/dijon it sucked.,Not Relevant
Thank you Uplifting spirit. When Im drowned you've been an anchor,Not Relevant
#dw_english Hundreds feared drowned as migrant boat capsizes off Libya: Hundreds of migrants are feared to hav... http://t.co/i9HW0qZoVy,Relevant
I want to see my @AustinPearcy22 so bad its not even funny. I will probably cry and drowned him in kisses when I do. ????,Not Relevant
Jacksonville  family bands together as memorial is planned for  ... http://t.co/tilgurKv7Z,Relevant
pretty sure i almost drowned 26 times in the pool today thanks to abrianna,Not Relevant
Hundreds feared drowned after another Mediterranean asylum seeker boat sinking http://t.co/zsYkzj2bzG,Relevant
@BenWunsch I ALMOST DROWNED AT SEA,Relevant
I got drowned like 5 times in the damn game today ????????????,Relevant
80 tons of cocaine worth 125 million dollars drowned in #Alameda .....now that's a American drought #coke,Relevant
Niggas favorite question is why you single ?? bitch I don't know pussy too wet almost drowned a nigga ??????????,Not Relevant
The best thing about this is it drowned out the call from the guy angry cause he hadn't gotten a tracking number... http://t.co/QYu8grOrQ1,Not Relevant
Hundreds feared drowned as migrant boat capsizes off Libya http://t.co/pPJi1tCNML,Relevant
So today I fell off a rock scraped my whole butt and nearly drowned #summer2k15,Not Relevant
Hundreds of migrants feared drowned off Libya: Migrants stand next to their tent at a camp set near Calais… http://t.co/PY4mtW5xpM,Relevant
HOPE THE DROWNED @eeasterling_2,Not Relevant
.@DinosaurDracula Felt remorse for missing Pam drowned it with these guys. Really like Jason's Part VI outfit. http://t.co/irHh2GVSeD,Not Relevant
Given the US coalition's fondness for backing '1984'-style totalitarianism it's a surprise they haven't copied... http://t.co/58wvChg1M9,Not Relevant
@JanieTheKillr Jack closed the sketchbook biting his lip under his mask. 'I'm doing good. How're you?',Not Relevant
forever drowning in my feelings.,Not Relevant
Having such a hard time with everything im drowning literally,Relevant
The Drowning Girl by Caitlin R. Kiernan Centipede Press Signed numbered Limited - Full re… http://t.co/mwcNVtCXVU http://t.co/ClOLmorpLd,Not Relevant
The Drowning Girl by Caitlin R. Kiernan Centipede Press Signed numbered Limited - Full re… http://t.co/m2YUXNqlqY http://t.co/V8GKkfMFXT,Not Relevant
Grace: this is not your first ' storm' you know bicycles fences trees will fly as well as idiots drowning that go by swollen rivers...,Relevant
LONDON IS DROWNING AND IIII LIVE BY THE RIVEEEEEER,Relevant
Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic broth... http://t.co/pihUIaOR5O,Not Relevant
Family mourns drowning of 'superhero' toddler with rare epilepsy: Bradley Diebold suffered hundreds of epileptic… http://t.co/unsayJDTu7,Not Relevant
Why are you drowning in low self-image? Take the quiz: http://t.co/Z8R6r3nBTb http://t.co/nAmffldh5h,Not Relevant
2/his explanation was that 'you request as much as you want provided you get your job done but you're constantly drowning in work!',Not Relevant
Family mourns drowning of 'superhero' toddler with rare epilepsy: Bradley Diebold suffered hundreds of epilept... http://t.co/aSAn4yGd48,Relevant
If you told me you was drowning. I would not lend a hand!,Relevant
'Drowning' - Acrylic 08.05.15 https://t.co/X17fUBQBGG,Relevant
The Drowning Girl by Caitlin R. Kiernan Centipede Press Signed numbered Limited - Full re… http://t.co/tCJfCkXdZL http://t.co/EmTXtGO4CE,Not Relevant
#ICYMI #Annoucement from Al Jackson... http://t.co/7BevuJE5eP,Not Relevant
@TinyJecht Those eyes.. desperate like a mouse drowning in a septic tank.,Relevant
@_jeesss_ @Ethereal_7 Hello 911 yeah we have someone drowning here send a medic http://t.co/7GiglwdMhy,Relevant
@JLabuz what if I'm drowning,Not Relevant
@HeyImBeeYT its like theres fire in my skin and im drowning from within ????,Relevant
and no one knows that i'm drowning and i know that i can't fcking survive,Not Relevant
don't you dare play the victim when I've been drowning for years.,Not Relevant
I will stay drowning till you watch #NashsNewVideo http://t.co/EpZwasEYKy http://t.co/cfevtrsc1U,Not Relevant
"SometimesI can't even breathe well
I feel like drowning and can't deal with my fear
#anxietyproblems",Not Relevant
No reported cases of people drowning in sweat...FYI,Relevant
http://t.co/9y0pAJ8sxd Family mourns drowning of 'superhero' toddler with rare epilepsy - Chicago Tribune http://t.co/oLdjsowKY5,Relevant
@NigelTanner1 Believe it or not we've had too MUCH rain here. Our newly planted maple trees are actually drowning.,Relevant
Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic brother from drowning,Relevant
Louis in red jacket round 2 aka drowning in my tears,Not Relevant
Epilepsy claims another. Common and still a challenge to treat. Superhero toddler with rare epilepsy (Dravet) drowns http://t.co/VBo1tjNdps,Not Relevant
I have the experience performing cpr on a actual drowning victim.,Relevant
The Drowning Girl by Caitlin R. Kiernan Centipede Press Signed numbered Limited - Full re… http://t.co/CBaXj72lVC http://t.co/s9wXIDItJh,Not Relevant
I'm drowning in spirits to wash you out,Not Relevant
The Drowning Girl by Caitlin R. Kiernan Centipede Press Signed numbered Limited - Full re… http://t.co/2zJcfAzs2N http://t.co/jAAvvwDOZ6,Not Relevant
The Drowning Girl by Caitlin R. Kiernan Centipede Press Signed numbered Limited - Full re… http://t.co/McSEK4hX5S http://t.co/IIfGaZ0Fil,Not Relevant
#Islamic #state issue a new holiday #brochure lovely swimming pool for drowning in shooting range and the downside it costs a #bomb,Not Relevant
AND I'M DROWNING IN THE DÉJÀ VUUUUU WE'VE SEEN IT ALL BEFOOOOOOOORE,Not Relevant
Drowning sorrows in Jarmusch vampires.,Not Relevant
Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic brother from drowning,Relevant
Boy saves autistic brother from drowning: A nine-year-old in Maine dove into a pool to save his autistic brother from drowning,Relevant
The Drowning Girl by Caitlin R. Kiernan Centipede Press Signed numbered Limited - Full re… http://t.co/eOMdGhraLg http://t.co/i4SG3nvGp8,Not Relevant
can still see it...blank expression...cheeks clapping in my face...marvins room playing subtlety in the back yet drowning out all the sound,Not Relevant
My mom is watching a show about bridges breaking/falling and the people on them drowning in their cars aka one of my biggest fears ????,Not Relevant
Migrants drowning - we will be erecting monuments 100 years from now and shed tears for the most powerful nations' greed of letting them die,Relevant
Drowning doesn't sound half bad rn,Relevant
Drowning in Actavis suicide,Not Relevant
"What This Man Did To Save A Drowning Squirrel Is Absolutely Incredible
http://t.co/YzZXxkNiSm http://t.co/zzsEe5Hipm",Not Relevant
Boy saves autistic brother from drowning #NewsVideos http://t.co/8NZt51ew14,Relevant
@Homukami Only URs and SRs matter Rs you'll be drowning in. Tho you're already drowning in Ns lol.,Not Relevant
I feel like I'm drowning inside my own body!!,Not Relevant
I'm drowning in hw now and that's w/o going to swim ohlordy,Not Relevant
@NWSPocatello BG-16: So far brunt of storm just to our north. Grayed out w/ dust &amp,Not Relevant
Some poor sods arriving in Amman during yesterday's dust storm were diverted to Ben Gurion airport: http://t.co/jkpjpcH9i6,Relevant
Kids Disappear in Dust Storm in Atmospheric Aussie Thriller http://t.co/0MNPCER9nO RT @Newz_Sacramento,Relevant
NASA MODIS image: Dust storm over Morocco and the Straits of Gibraltar http://t.co/QWQnni7VMZ #duststorm,Relevant
OH SHIT DUST'S STORM ATTACK AND FIDGET'S BULLET THING MADE SOME CRAZY RICOCHET ATTACK,Relevant
"Totoooooo! Totoooooooooo!
'@Historicalmages: Dust storm approaching Stratford Texas 18th April 1935. http://t.co/4awC16uUWB'",Relevant
Severe storm weakening as it moves SE towards Lubbock area.  Outflow boundary may create dust and 50 mph gusts http://t.co/pw3tZU0tay,Relevant
When the answer my friend isn't blowing in the wind-IT'S YELLING! -How to Survive a Dust Storm http://t.co/9NwAJLi9cr http://t.co/tKMOtaeaCo,Relevant
Kids Disappear in Dust Storm in Atmospheric Aussie Thriller http://t.co/TPOaprJudp RT @Newz_Sacramento,Relevant
How to Survive a Dust Storm http://t.co/0yL3yT4YLH,Relevant
The dust storm chase scene is pretty damn cool. #GhostProtocol,Relevant
Dust Storm 'en route' from Alice Springs to Uluru http://t.co/4ilt6FXU45,Relevant
New Mad Max Screenshots Show Off a Lovely Dust Storm Combat... #pc  #gamescom http://t.co/Qq1yW0brsR,Not Relevant
recent project (Dust Storm ). :) http://t.co/jmj9izVvzO,Not Relevant
I keep sneezing either someone placed a southern dust storm in my house or someone talkin smack,Not Relevant
|| So.... I just watched the trailed for The Dust Storm and I think part of me just died.... Colin is so perfect my goodness.,Not Relevant
Dust devil maintenance fee - buy up la rotary storm guard: UVoPWZ,Not Relevant
Photo: susfu: Dust storm rolling onto the base by cptesco August 03 2008 at 09:39PM http://t.co/ekkruDQzbv,Relevant
New Mad Max Screenshots Show Off a Lovely Dust Storm Combat Magnum Opus: New Mad Max screenshots have been… http://t.co/l8dh8KLRKR,Not Relevant
@RetiredFilth people in sydney woke up to the whole sky being red after a dust storm..like unreal.,Relevant
There's a big storm brewing dark clouds thunder and rain carrying thick dust. This could be interesting.,Relevant
@christinaperri #askceeps have you seen @colinodonoghue1 in his new movie trailer for The Dust Storm?,Not Relevant
I-90 Vantage: Backups eastbound with low visibility due to a dust storm about 4 miles east of the bridge.,Relevant
Good way to end the day!!! Geyser plus dust storm! http://t.co/l5VakLR59M,Relevant
dust storm in riyadh ????,Relevant
New Mad Max Screenshots Show Off a Lovely Dust Storm Combat Magnum Opus http://t.co/45CmaQf8Ns,Not Relevant
Let it be gone away like a dust in the wind .... Big Wind like a Tornado with Blizzard Thunder and Storm its that what I always want it,Relevant
New Mad Max Screenshots Show Off a Lovely Dust Storm Combat Magnum Opus http://t.co/QHbzKErOTt #cogXbox #XboxOne #Xbox,Not Relevant
The answer my friend is yelling in the wind-my latest article for http://t.co/LbMeKYphM5.Pls read and share - thanks! http://t.co/9NwAJLi9cr,Not Relevant
"I NEED THE DUST STORM FILM ASAP

ALSO

*watches the trailer for the 500th time* @duststormfilm",Not Relevant
Storm headed towards Idaho Falls with blowing dust &amp,Relevant
Currently driving through a dust storm. http://t.co/srUj5ZljGL,Relevant
I learned more about economics from one South Dakota dust storm than I did in all my years in college.  -Hubert Humphrey,Relevant
Photoset: hookier: New stills from The Dust Storm (x) http://t.co/h8YjcFG8hv,Relevant
6 Things Getting Caught in a Dust Storm &amp,Not Relevant
Raw Video: Dust Storm Rolls Through Texas http://t.co/QllkOfdyzX http://t.co/rGjJuMnNah,Relevant
@LegacyOfTheSith @SagaciousSaber @Lordofbetrayal Moved in a crescent formation small trails of dust left in their wake as they moved.,Not Relevant
DUST IN THE WIND: @82ndABNDIV paratroopers move to a loading zone during a dust storm in support of Operation Fury: http://t.co/uGesKLCn8M,Relevant
Wall of noise is one thing - but a wall of dust? Moving at 60MPH? http://t.co/9NwAJLi9cr How to not get blown away! http://t.co/j4NI4N0yFZ,Relevant
New Mad Max Screenshots Show Off a Lovely Dust Storm Combat Magnum Opus http://t.co/VRpmplcZCY,Not Relevant
@whatupdave Headline in 2075 'Dust Storm on Mars Destroys 1% of Money Supply',Not Relevant
Pickathon dust storm is sadly over but we have @sunsetballard in Seattle tonight to look forward to w/ @tomonakayama http://t.co/RtgGzWCAix,Relevant
Kids Disappear in Dust Storm in Atmospheric Aussie Thriller http://t.co/iR7VaxehEW RT @Newz_Sacramento,Relevant
@deadlydemi even staying up all night to he barrier for tøp and then having to run through a dust storm and almost passing out?,Relevant
Going to a fest? Bring swimming goggles for the dust storm in the circle pit,Relevant
Severe storm weakening as it moves SE towards Lubbock area.  Outflow boundary may create dust and 50 mph gusts http://t.co/kA1HBjlqVw,Relevant
No storm lasts forever the dust must settle truth will prevail. http://t.co/1cjyfY8iXj,Not Relevant
New Mad Max Screenshots Show Off a Lovely Dust Storm Combat Magnum Opus http://t.co/MUdgU1pUNS http://t.co/AQxwOLbCfq,Not Relevant
A dust storm in Pheonix. http://t.co/AMgfOnzUSD,Relevant
NASA MODIS image: Dust storm over Morocco and the Straits of Gibraltar http://t.co/Q1jBreEsXv #duststorm,Relevant
#Earthquake #Sismo M 1.4 - 4km E of Interlaken California: Time2015-08-06 00:52:25 UTC2015-08-05 17:52:25 -07... http://t.co/wA5C77F8vQ,Relevant
1.43 earthquake occurred near Mount St. Helens area Washington at 09:36 UTC! #earthquake http://t.co/2xMdiDGpnr,Relevant
Contruction upgrading ferries to earthquake standards in Vashon Mukilteo - Q13 FOX http://t.co/E981DgSkab #EarthquakeNews,Relevant
#3Novices : Renison mine sees seismic event http://t.co/2i4EOGGO5j A small earthquake at Tasmania's Renison tin project has created a tem…,Relevant
Put the RIGHT person up on the block #Shelli??? The sense of entitlement is ridiculous. #BB17.,Not Relevant
2.0 #Earthquake in Sicily Italy #iPhone users download the Earthquake app for more information http://t.co/V3aZWOAmzK,Relevant
USGS EQ: M 1.2 - 23km S of Twentynine Palms California: Time2015-08-05 23:54:09 UTC2015-08-05 16:... http://t.co/T97JmbzOBO #EarthQuake,Relevant
Posted a new song: 'Earthquake' http://t.co/RfTyyZ4GwJ http://t.co/lau0Ay7ahV,Not Relevant
Some of the aftershocks can be just as big as the initial earthquake.~ http://t.co/HKbPqdncBa,Relevant
#Sismo ML 2.4  NEAR THE COAST OF WESTERN TURKEY: Magnitude  ML 2.4Region  NEAR THE COAST OF WESTERN TURKEY... http://t.co/0wdAzLcM90 #CS,Relevant
USGS EQ: M 0.6 - 8km SSW of Anza California: Time2015-08-06 01:26:24 UTC2015-08-05 18:26:24 -07:0... http://t.co/3bwWNLsxhB #EarthQuake,Relevant
1.9 earthquake occurred 15km E of Anchorage Alaska at 00:11 UTC! #earthquake #Anchorage http://t.co/QFyy5aZIFx,Relevant
USGS EQ: M 1.9 - 5km S of Volcano Hawaii: Time2015-08-06 01:04:01 UTC2015-08-05 15:04:01 -10:00 a... http://t.co/3rrGHT4ewp #EarthQuake,Relevant
Raffi_RC: RT SustainOurEarth: Oklahoma Acts to Limit Earthquake Risk at Oil and Gas Wells | scoopit http://t.co/yru4nPHdrf Loving all thi…,Relevant
#USGS M 0.9 - Northern California: Time2015-08-06 01:50:25 UTC2015-08-06 01:50:25 UTC at epicenter... http://t.co/mBo6OAnIQI #EarthTwerk,Relevant
#SCSeEstaPreparando Light mag. 4.4 earthquake  - - 73km SW of Khuzdar Pakistan on Wednes... http://t.co/i6lmcccLv5 via @volcanodiscover,Relevant
#Earthquake of M 2.9 - 140km W of Ferndale California http://t.co/8t8oSCs4w7,Relevant
#USGS M 1.2 - 23km S of Twentynine Palms California: Time2015-08-05 23:54:09 UTC2015-08-05 16:54:09 -07:0... http://t.co/kF0QYBKZOL #SM,Relevant
"@AGeekyFangirl14 's things she looks in a significant other:
1. Beautiful eyes.
2. Humor.
3. Farts that creates an earthquake.

????????",Not Relevant
@lizXy_ IMAGINE IF AN EARTHQUAKE HAPPENED,Not Relevant
Nepal earthquake 3 months on: Women fear abuse https://t.co/iCTtZ0Divr via @@loupascale,Relevant
#Children traumatised after the Nepal earthquake are educated on coping mechanisms.   http://t.co/UbwDBydK1a,Relevant
Manuscript suspiciously rejected by Earthquake Science Journal could rock your world https://t.co/6vBQEwsl1J viaYouTube,Not Relevant
@GreenLacey GodsLove &amp,Relevant
ML 2.0 SICILY ITALY http://t.co/z6hxx6d2pm #euroquake,Not Relevant
USGS reports a M1.94 #earthquake 5km S of Volcano Hawaii on 8/6/15 @ 1:04:01 UTC http://t.co/Njd28pg9Xv #quake,Relevant
GNS sees unnecessary deaths resulting from earthquake strengthening legislation http://t.co/4rYZMzSgDW ($),Relevant
'There was a small earthquake in LA but don't worry Emily Rossum is fine' #difficultpeople is great,Relevant
